year,month,decimal,average,average_unc,trend,trend_unc,date
2016,9,2016.708,1844.21,1.35,1844.62,0.59,2016-09-01
2016,10,2016.792,1849.86,1.15,1845.14,0.59,2016-10-01
2016,11,2016.875,1851.42,1.13,1845.63,0.58,2016-11-01
2016,12,2016.958,1851.11,0.93,1846.12,0.57,2016-12-01
2017,1,2017.042,1849.8,0.88,1846.61,0.56,2017-01-01
2017,2,2017.125,1848.53,1.09,1847.09,0.56,2017-02-01
2017,3,2017.208,1848.34,1.16,1847.57,0.55,2017-03-01
2017,4,2017.292,1848.61,1.08,1848.08,0.55,2017-04-01
2017,5,2017.375,1847.17,0.84,1848.61,0.56,2017-05-01
2017,6,2017.458,1842.98,0.96,1849.16,0.57,2017-06-01
2017,7,2017.542,1840.39,1.32,1849.73,0.58,2017-07-01
2017,8,2017.625,1844.65,1.18,1850.33,0.6,2017-08-01
2017,9,2017.708,1852.8,0.99,1850.94,0.62,2017-09-01
2017,10,2017.792,1858.08,0.96,1851.58,0.65,2017-10-01
2017,11,2017.875,1858.68,0.82,1852.23,0.67,2017-11-01
2017,12,2017.958,1856.67,0.94,1852.91,0.7,2017-12-01
2018,1,2018.042,1854.44,1.02,1853.62,0.73,2018-01-01
2018,2,2018.125,1854.94,0.95,1854.3,0.75,2018-02-01
2018,3,2018.208,1856.89,0.95,1855.0,0.77,2018-03-01
2018,4,2018.292,1856.68,1.09,1855.73,0.8,2018-04-01
2018,5,2018.375,1854.79,1.65,1856.47,0.81,2018-05-01
2018,6,2018.458,1852.03,1.67,1857.21,0.83,2018-06-01
2018,7,2018.542,1849.09,1.58,1857.95,0.84,2018-07-01
2018,8,2018.625,1851.92,1.69,1858.7,0.85,2018-08-01
2018,9,2018.708,1860.5,0.97,1859.43,0.84,2018-09-01
2018,10,2018.792,1865.74,0.95,1860.16,0.84,2018-10-01
2018,11,2018.875,1866.24,1.04,1860.88,0.83,2018-11-01
2018,12,2018.958,1866.05,1.0,1861.59,0.81,2018-12-01
2019,1,2019.042,1864.97,1.1,1862.31,0.78,2019-01-01
2019,2,2019.125,1865.0,0.78,1863.0,0.76,2019-02-01
2019,3,2019.208,1866.33,0.85,1863.68,0.73,2019-03-01
2019,4,2019.292,1865.31,0.63,1864.4,0.7,2019-04-01
2019,5,2019.375,1861.96,1.18,1865.13,0.67,2019-05-01
2019,6,2019.458,1858.8,1.39,1865.88,0.63,2019-06-01
2019,7,2019.542,1858.23,1.47,1866.65,0.6,2019-07-01
2019,8,2019.625,1862.89,1.4,1867.48,0.57,2019-08-01
2019,9,2019.708,1870.8,1.14,1868.32,0.55,2019-09-01
2019,10,2019.792,1875.38,1.0,1869.21,0.53,2019-10-01
2019,11,2019.875,1875.54,1.0,1870.15,0.52,2019-11-01
2019,12,2019.958,1874.7,0.7,1871.13,0.53,2019-12-01
2020,1,2020.042,1873.13,0.88,1872.19,0.54,2020-01-01
2020,2,2020.125,1872.72,0.87,1873.23,0.56,2020-02-01
2020,3,2020.208,1874.74,0.74,1874.31,0.57,2020-03-01
2020,4,2020.292,1875.87,1.22,1875.49,0.59,2020-04-01
2020,5,2020.375,1874.3,1.15,1876.69,0.6,2020-05-01
2020,6,2020.458,1871.88,1.15,1877.93,0.61,2020-06-01
2020,7,2020.542,1871.49,1.27,1879.21,0.62,2020-07-01
2020,8,2020.625,1876.52,1.27,1880.53,0.62,2020-08-01
2020,9,2020.708,1884.7,1.08,1881.86,0.61,2020-09-01
2020,10,2020.792,1890.09,0.81,1883.22,0.61,2020-10-01
2020,11,2020.875,1891.9,0.6,1884.61,0.6,2020-11-01
2020,12,2020.958,1891.81,0.93,1886.03,0.6,2020-12-01
2021,1,2021.042,1889.48,1.36,1887.49,0.59,2021-01-01
2021,2,2021.125,1887.51,1.05,1888.91,0.58,2021-02-01
2021,3,2021.208,1888.72,0.93,1890.36,0.58,2021-03-01
2021,4,2021.292,1891.24,0.57,1891.88,0.57,2021-04-01
2021,5,2021.375,1891.6,0.7,1893.42,0.57,2021-05-01
2021,6,2021.458,1888.47,0.78,1894.97,0.56,2021-06-01
2021,7,2021.542,1886.36,0.78,1896.53,0.56,2021-07-01
2021,8,2021.625,1892.6,1.2,1898.12,0.56,2021-08-01
2021,9,2021.708,1902.68,1.23,1899.68,0.57,2021-09-01
2021,10,2021.792,1907.95,0.81,1901.23,0.58,2021-10-01
2021,11,2021.875,1909.49,1.16,1902.74,0.6,2021-11-01
2021,12,2021.958,1909.41,1.21,1904.23,0.62,2021-12-01
2022,1,2022.042,1908.33,1.05,1905.68,0.63,2022-01-01
2022,2,2022.125,1908.18,-9.99,1907.02,-9.99,2022-02-01
2022,3,2022.208,1909.33,-9.99,1908.29,-9.99,2022-03-01
2022,4,2022.292,1909.75,-9.99,1909.55,-9.99,2022-04-01
2022,5,2022.375,1908.03,-9.99,1910.73,-9.99,2022-05-01
2022,6,2022.458,1905.59,-9.99,1911.83,-9.99,2022-06-01
2022,7,2022.542,1904.76,-9.99,1912.87,-9.99,2022-07-01
2022,8,2022.625,1909.01,-9.99,1913.84,-9.99,2022-08-01
2022,9,2022.708,1915.86,-9.99,1914.73,-9.99,2022-09-01
